시장명,별점,리뷰
부평구 부평종합시장,4.3,"['와 이곳 재밌다\n가격도 집집마다 비슷한듯 다르고 \n세바퀴 돌고 돌고 재밌', '특징 없는 곳', '그냥 평범한 시장입니다', '즉석으로 만들어 주시는 어묵꼬치 / 모듬전 / 김밥\n이렇게 먹었는데\n분식 및 먹거리 파는곳이 많지 않을...더보기', '토요일에 싱싱하고 좋은 상품들이 많아요.', '시장 칼국수 집 반찬이 맛 있어요']"
부평구 진흥종합시장,,[]
부평구 부평깡시장,4,"['깡시장 : ‘그것만으로 이루어진’을 의미하는 강이 붙은 말로 이윤이 없거나 아주 작은 이윤만 남기고 싸게 파는 시장을 가리키는 말.\n\n그야말로 사람 냄새, 정감 가득한...더보기', '어느 며칠 부평종합시장에서 방어회를\n사 왔는데 넘나 신선하고 맛있었어요\n...더보기', '남친이 유튜브보고 깡시장 구경가자해서 어제 두시간거리갔습니다..가서 팟타이도 토스트도 오뎅김밥 부침개. 등등\n아주 만족했습니다...더보기', '좋은 농산물 저렴하게 살수 잇어요.', '가격은 잘 골라서 사면 괜찮아요.\n중간 라인 없애고 공사 다시 해서 깨끗해졌으면 좋겠어요.', '서울근교 전통 재래시장을 다니는 재미에 빠져 있는데요\n부평깡시장은 정말 자주 가는것 같네요\n시장도 크고(깡시장,종합시장...더보기', '추억', '아래 댓글 중에 가장 공감되는 말 요즘 이런 시장 보기 어렵다는 말 \n\n맞습니다 아무리 방송에 나오고 광고가 된 시장이...더보기', '요즘 이런 시장을 찾기 어려워요', '부평깡시장 야채사러 자주갑니다.\n야채가 신선하고, 양도 많이 주세요. \n최고입니다!', '북적북적한 시장\n부산을 걷는것 같았어요', '화려한 조명이 나를 감싸네~', '볼거리']"
부평구 부평문화의거리,4,"['문화의거리 에서 연애인 만나보싶어지는데', 'many restaurants and bars. looks cool at night with all the lights.', '주차할곳은 많이 없지만 놀거리는 많이 있습니다 !', '분위기안좋음', '이것저것 간식거리를 많이 파는데 이에 따라붙는 쓰레기를 버릴 곳이 없어서 거리가 많이 더러워요. 서울시나 부천시는 공공 쓰레기통이나 담배꽁초 버리는 통을 별도로 마련해놨던데 부평문화의거리는 흡연구역도 제...더보기', '길거리 깨끗해져서 좋아여', '각종 맛집과 술집이 즐비합니다~!', '추억의거리', '양아치 성지']"
부평구 십정종합시장,4.2,"['대형마트 창립기념 연례행사의 갓성비를 뛰어넘는다고 단언 가능한 몇 안되는 시장.', '전통시장 치고는 아기자기하고 작아서 시장 구경만 하시겠다하면 실망하실 수도 있어요. 그래도 가성비 넘치는 옛날할머니호떡과 광시한우정육식당만으로도 갈만한 이유가 ...더보기', '옛날할머니호떡 가성비 너무좋아요 떡볶이 2천원, 호떡 4개천원', '잉어빵이랑 웅이네 호떡집.. 너무 싸서 죄송스러울정도 ㅠ', '구리여']"
부평구 일신시장,3.2,"['과일 죄다 쓰레기임  10번 넘개 싰는데 밋있던적 단 한번도 없음', '10년 전까지만 해도 이 근방에서 살았었는데.. 지금 다시 가보니 영...', '인천에서 없어져야 할 시장...채소 과일 생선!!최하 다른 시장보다 1.5배 비싸고 불친절의 끝판왕']"
서구 정서진중앙시장,4,"['?? 활성화되어있는 시장인듯\n\n?? 별다른 특색은 없음\n\n?? 온게 ...더보기', '맛있는 거 겁나 많아서 진짜 일주일에 2번씩 가요. 오뎅이 진짜 존맛탱구리 입니당.', '자주 가는 시장이에요.\n저렴하게 장 볼 수 있어 생활비 절약에 많은 도움이 돼요.\n맛있는 집도 많아서 최고!', '전복이랑 새우 싸게잘사고 떡볶이도 맛있게먹었습니다', '인천에서 재래시장짱~~\n인천와서 첨간 시장\n먹거리에반하고 정감있는 친절좋았어요', '주차장 ㅈ 같이 작아서 길에 주차하면\n주민들이 바로 민원 넣어 딱지 뗍니다.\n다시는 가고 싶지 않...더보기', '여기는 시장이 넓고 다이소,떡,과일,야채,빵,마트,해산물 등이 있고 옆에 루원시티가 생겨서 사람들이 더 많아질것 같은데 자꾸 해산물 냄새가 나서 조금 싫어요', '서구쪽 재래시장중 알토란같은 시장', '너무 좋아요~!! 토종닭 사려고 갔는데 생각보다 크고, 좋은 물건들이 많았습니다. 앞으로 자주 이용하려구요~!! 최곱니다!', '일단 다 좋은데 시장상태가....', '생선비린내 좀 많이 나지만 과일들도 싸고 떡볶이도 맛있어요', '가정중앙시장', '시장입구 쪽 간판의 영문 표시 끝 부분에 market에서 t가 빠져있습니다. 시장의 이미지를 위해 빠른 수정 바랍니다.', '먹거리많은  도심속 재래시장']"
서구 가좌시장,4.2,"['안 가본지 30년도 더 됐네요.\n많이 바뀌었겠죠? 자영업자 힘내세요', '생각보다 작습니다. 굳화빵은 맛있었습니다', '언제나 가도 정겨운 시장느낌 ㅠㅠ깔끔하구 너무좋아용', '가좌시장 봉강정 맛있어요..\n무설탕  수제 강정 \n사장님의 정성...더보기']"
서구 인천축산물시장,3.8,"['ok', '작은 축산 가게들이 골목을 따라 양쪽으로 나눠져 있음\n마장동 규모까진 아니지만 인천에선 나름 합리적 가격에 한우를 살 수 있는 곳\n포장 후 인근 식당...더보기', '8853  탑차 운전○○○○같이함', '축산물시장 야시장 축제때 방문했으나 엄청 재미난 기억을 가지고 그 이후 자주 방문하는데 고기 진짜 저렴!! 맛도 좋음!!']"
서구 인천강남시장,3.5,"['믿고갑니다 이제 스타벅스까지 생겨서 짱이예여', '주차장 no', '한산함', '시장인데 살 물건이 없다.\n멀어도 정서진 시장 가야지\n강남시장은 썰렁하고  거북시장은 황당하고', '이름만큼이나 이름값 못하는 강남시장.. 실망이야ㅜ\n입구앞 떡볶이 분식 포장마차가 사람 제일많음.', '이곳에가면 기분좋아짐 시장이 너무 깨끗하고 깔끔이 정돈되어있어요', '장보러 가끔 가는데 다들 친절하시고 재래시장이라 가성비 좋다.\n이곳을 들르면 줄서서 먹는 맛집 안쪽에 대부도바지락칼국수는 꼭 드셔보시기를.', '가격좋고, 주변엔 맛집들도 꽤 있어요.', '수제비+오이+찌짐', '친절하고 좋아요...', '우리 동네 시장', '전통시장이라 가성비최고!  먹거리도많음', '모바일 온누리상품권을 쓸수있음 좋을듯 합니다.\n다들 제대로 사용을 안하시는거 같아요.']"
서구 신거북시장,4,"['인근 시장보다 시장다움이 없는 곳..', '시장이 없는데  왜 시장이라고 하는지 모르겠네\n길에다  돈 쳐바르면  거북이가 환생하냐', '추차할때가 너무 없네요.ㅜㅜㅜ', '핫도그집, 두부집 추천. 현재 공사중이라 차량진입이 안됨', ""드라마 '모범택시' 촬영지"", '네 돈이없어서 못사먹어요']"
연수구 연수구옥련시장,3,"['원산지 위반\n원산지 위반\n\n위치 ...더보기', '주차장에 댄것도 아닌데 돈받을려는 심보 최악임', 'ok']"
연수구 연수송도역전시장,5,[]
중구 신포시장,4,"['주차장이 헬이다 30분에 2000원.주차장도좁가', 'I got myself kfried chicken and a garlic bread. really delicious, recommend to share though.', '정말 좋아요 ??', '유성분식,산더미토스트, 산동만두 사장님들 아주 맛잘알이시고 자기 음식에 열정이 느껴지심,,,존맛\n번창하세요~', '적당히 볼거 있고 적당히~ 기다려야하는듯\n개항장? 맥주 맛있에', '신포국제시장 먹을거 많고 주변 볼거리 많아서좋아요~', '30분 줄서서 숯불김사고 지인이 추천한 유성 분식집에서 세트시켜먹고 공갈빵사서 왔어요  닭강정도사고 싶었는데 줄이...', '인천의 문화를 느끼기 좋은곳\n시간 내서 편하게 먹고 보고 즐기는\n재미가 솔솔 합니다', '후기\n\n가격: ?? \n친절: ?? \n품목수: ?? \n품질...더보기', '길거리 흡연 빈번']"
중구 인천종합어시장,3,"['32025.1.1\n성보모.하연~~~\n대방어33,000. 갈치10마리3만.명란젓파치3만.\n집에귀...더보기', '방심하면 눈탱이!\n쇼부잘보면 이득!\n주차하기 복잡함', '바가지가 너무 심함. 조개 구입비용+조개 쪄주는데 1kg 당 7천원+상차림비 1인당 7천원 ㅋㅋㅋㅋ 너무 비싸요.', '갈치 구매 하실때 그냥 통채로 가저 가세요.\n중간 토막 고양...더보기', '즐거운 마음으로 우리부부는 (3/16일)오후2시38분에 인천 연안부두 어시장을 봄도 찾아오고해서 쭈구미와 도다리를 ...더보기', '강화상회 사장님…\n회를 좋아해서 방어랑 광어 구매했는데\n사장님이 그랬잖아요 ㅋㅋㅋ 방어 오...더보기', '생선이 싱싱하고 가격도 괜찮습니다.', '대방어의 계절\n인천어시장은 가성비 맛집입니다.\n싸고 신선하고 재미진 시장구...더보기', '앞쪽 완제품 꽈배기과자랑 녹차호떡은 맛있음.\n??와플붕어빵 파는 곳??\n와플 새로 만드는척하고 안볼 때 그옆에\n만들어논거 줘서 차갑고 돌같이 딱딱함...더보기', '난 좋던데\n\n근래 갔던 시장중 최고', '연안부두 어시장에서 호구되었네요\n저는 집이 소래포구에 살아요 소래포구 어시장이 소문이 안좋아  부모님댁 방문후 연안부두로 생새우 사러 갔는데 역시나 적시나 모든 어시장 장사꾼은 ...더보기', '종합어시장 애용하는 사람으로 요즘 \n후기가 안좋아 속상한 마음에 올립니...더보기', '킹크랩 수율 10%도 안되는데 정상이라고 하네요 \n\n소...더보기']"
대덕구 법동시장,5,['추억이 깃들었어요']
대덕구 신탄진시장,3,['저렴하고 맛이 좋아요 ^_^']
대덕구 송촌시장,,[]
대덕구 중리시장,4.4,"['운영시간 오전 10시 부터 오후 8시까지 점포마다 조금씩 다름니다', '저렴하고 좋은물건이 다양해요.', '동네시장치고는 없는거 빼고는 다있어요\n장보러다니기 딱좋아요', '떡집 떡볶이집 많아요~~\n순대집 친절하고 좋아요', '맛도굿~친절한알바생들', '좋아ㅏ요']"
동구 가양시장,2.5,[]
동구 신도시장,3,"['다들 전문성은 없고\n주먹구구식이라\n가면 승질남', '집 근처 시장이라서\n편해오']"
동구 용운시장,3.7,"['친구가 여기서 하는 축제에다 알바신청했더니, 오라고한지 얼마안되서 다시 전화로 갑자기 떨어졌다며 담에 오라고하네요. 사람 약올리는겁니까? 떨어뜨릴거면 애초부터 떨어졌다하던가, 이럴거면 뭣하러 오라고한건지???']"
동구 중앙종합시장,4.5,"['맛집많아여', '주차가 힘들긴하지만 합리적인 가격과 다양성을 보면 이만한 시장은 대전최고인듯해요']"
동구 자유도매시장,1,['불친절  방문하고싶지  않음\n똑같은  제픔인데도  가격도  바가지']
동구 중앙도매시장,,[]
동구 중앙메가프라자,,[]
동구 전통중앙도매상가,,[]
동구 정원시장,,[]
동구 대전상가시장,,[]
동구 대전도매시장,,[]
동구 중앙상가시장,4.5,"['맛집많아여', '주차가 힘들긴하지만 합리적인 가격과 다양성을 보면 이만한 시장은 대전최고인듯해요']"
서구 한민시장,3.1,"['즐겨가던 한민시장 \n과거의 한민시장은 없어요\n\n대형마트,온라인 주문 수요...더보기', '시장 입구 첫번째 있는 원조왕족발집 제가 고른 족발을   비곗덩어리로 바꿔치기하네요 집에 와서 알았는대 교환하러가니 바꿔치기한걸 알더라구요 돈 더 내라고 하대요 ㅡㅡ 왔다갔다 기...더보기', '위생이 안좋은건지 \n여기서 게장 먹고 장염때문에\n개고생중...', '다른 전통시장보다 비싸다! 다른 전통시장 이용하는 것이 경제적', '주차장 바뀌고 개판5분전.. 주차하는차량이랑 나가는차  꼬리에 꼬리를물고..  근처 식당 오는차 다섞여있고\n다른 시장에 비해 물...더보기', '주차는 좋습니다만 불친절에 가격은 참으로 비쌉니다. 대전 시장중 가장 비싼것같고 고객을 고객으로 보지않고 돈으로보는 편견을 가진듯한것 같습니다.', '도로는 좁은데 양옆 불법주차 가득...??????????', '시장치고는 비싼편인데 ...\n그냥 가까워서 다닙니다.', '방역하러 돌아다니는 사람도 잇고 관리잘되는거같아요\n근데.금요일 낮에 갔더니 사람도 너무 없고 막 길거리 시장음식 이런게 활성화되있진 않아서...더보기', '대전에선 나름 활성화 되어 있는 시장.. 아마도 가장동 4거리에 아파트 단지를 끼고 있어서인 듯 싶다. 가게 주차도장시 2시간 무료이다.']"
서구 도마큰시장,3.6,"['도마큰시장\n푸짐하고 괜찮네요', '도마시장주변에주차장이어러개있어요\n다양한음식점과 과일,생선,의류,공산품,식료품,등등없는게없는시장입니다', '떡볶이 5천원에 샀는데,,드럽게 맛없었다. ㅠㅠㅠ 도마시장은 과일이나 사러 가야지 다른건 진짜 별로.', '쓰레기 파는 재래시장\n그냥 믿고 걸러야할곳\n운좋게 괜찮은걸샀다면 ...더보기', '시장에서 물건을사고 13분만에 나오는데 주차요금 600원이 찍혀서 벨을눌러 문의했더니 600원이 맞다고한다. 내가 한시간 무료아니냐고 했더니 누가 그러더냐고 반문~~이건 아닌것같다.상인회에서 시정해줬으면 합니다.', '다양한음식있어서 좋아요', '이런 건 팔지맙시다', '젓갈,과일은 여기가 젤좋아요\n대신 먹거리가 좀 많이 부족한느낌입니다 \n첨가보시는 분들은 길찾기 어려울것 같아요', '신선한 야채 과일 많고 생선도 좋아요~', '좋아요,시장이라서그런가.가격저렴\n이것저것살게많네요?', '솔직히 한민시장에 비해 너무 지저분함...\n여기저기 개고기도 파는데 아직도 대놓고 팔고있는데가 있는줄 몰라서 놀랐음\n애들한테 보여주기는 좀 ...더보기', '어머니랑 가끔 가는 곳. 좋아요~', '정육점사장님 친절하시고 가격도 착하네요.  자주 가봐야 겠네요.', '옛날 그대로....네요']"
