시장코드,시장명,지번주소,도로명주소,시도,시군구,시장개설주기,점포수,개설연도,취급품목,아케이드,엘리베이터/에스컬레이터,고객지원센터,스프링쿨러,화재감지기,유아놀이방,종합콜센터,고객휴게실,수유센터,물품보관함,자전거보관함,체육시설,간이도서관,쇼핑카트,외국인안내센터,고객동선통로,방송센터,문화교실,공동물류창고,시장전용고객주차장,교육장,회의실,자동심장충격기,공중화장실,주차장,위도,경도,전화번호
a43320006,결초보은시장,충청북도 보은군 보은읍 삼산리 31-15,충청북도 보은군 보은읍 삼산로3길 12-1,충청북도,보은군,1일+6일,115,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+공예,Y,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.48291338,127.7193275,043-543-1211
a43320002,보은전통시장,충청북도 보은군 삼산리 139-20,충청북도 보은군 삼산로 17- 1,충청북도,보은군,1일+6일,55,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+커피,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.48429642,127.7201103,043-543-6688
a43320003,삼승원남시장,충청북도 보은군 삼승면 원남리 191,충청북도 보은군 삼승면 삼승탄부로 12,충청북도,보은군,3일+8일,70,1964,농산물+축산물+가공식품+가정용품+음식점+철물점,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,36.39692314,127.7331366,
a43320005,회인재래시장,충청북도 보은군 회인면 중앙리 59-15,충청북도 보은근 회인면 회인로 34,충청북도,보은군,4일+9일,48,1981,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+사무실,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,36.49052262,127.5978628,043-733-2243
a43330001,옥천상가,충청북도 옥천군 옥천읍 금구리 5-7,충청북도 옥천군 옥천읍 삼금로 45,충청북도,옥천군,매일,54,1977,농산물+축산물+수산물+의류+신발+가정용품+음식점+커피,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,36.302388,127.5682115,043-733-2243
a43330002,옥천공설시장,충청북도 옥천군 옥천읍 금구리 5-68,충청북도 옥천군 옥천읍 삼금로 5길 5-14,충청북도,옥천군,매일,29,1964,농산물+수산물+가공식품+가정용품+음식점,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,36.30251559,127.5679118,043-731-9800
a43370001,감곡시장,충청북도 음성군 감곡면 왕장리 525-8,충청북도 음성군 감곡면 장감로 132번길 22,충청북도,음성군,3일+8일,50,1960,농산물+축산물+수산물+가공식품+의류+가정용품,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,37.11822831,127.6391733,
a43370003,무극시장,충청북도 음성군 금왕읍 무극리 77-17,충청북도 음성군 금왕읍 무극로 308번길 12- 12,충청북도,음성군,5일+10일,108,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.99267414,127.5960077,043-883-7003
a43370002,대소시장,충청북도 음성군 대소면 오산리 186-6,충청북도 음성군 대소면 오산로 36,충청북도,음성군,3일+8일,82,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,36.96654372,127.4850145,
a43370005,음성시장,충청북도 음성군 음성읍 읍내리 249-11,충청북도 음성군 음성읍 문화1길 14,충청북도,음성군,2일+7일,160,1950,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,36.93816952,127.6921309,043-873-1256
a43030007,덕산면전통시장,충청북도 제천시 덕산면 도전리 431-2,충청북도 제천시 덕산면 약초로 3길 24,충청북도,제천시,4일+9일,50,2007,가공식품+음식점,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,36.90858319,128.1679776,043-651-9417
a43030010,박달재전통시장,충청북도 제천시 백운면지번주소 평동리 220-2,충청북도 제천시 백운면 평동로 4-8,충청북도,제천시,1일+6일,45,2012,농산물+축산물+가공식품+의류+가정용품+음식점,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,37.13821118,128.022559,043-653-2114
a43030011,제천고추시장,충청북도 제천시 신월동 1138-1번지 일원,충청북도 제천시 바이오밸리로 212,충청북도,제천시,매일,56,2003,농산물,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,37.15643952,128.1750444,043-646-9856
a43030004,제천중앙시장,충청북도 제천시 중앙로1가 77,충청북도 제천시 풍양로 108,충청북도,제천시,매일,683,2005,의류+가정용품,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,37.13662174,128.211302,043-647-2047
a43030006,내토전통시장,충청북도 제천시 중앙로1가 34-1,충청북도 제천시 용두천로 11길 5,충청북도,제천시,매일,57,2007,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,37.13734917,128.2124165,043-651-0053
a43030008,동문전통시장,충청북도 제천시 중앙로2가 117-1,충청북도 제천시 용두천로 125,충청북도,제천시,매일,51,2007,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,37.13850912,128.2135267,043-646-5255
a43030002,제천약초시장,충청북도 제천시 화산동 987,충청북도 제천시 원화산로 121,충청북도,제천시,매일,61,2005,농산물,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,37.12788708,128.219591,043-646-0109
a43030003,제천역전한마음시장,충청북도 제천시 화산동 207-3,충청북도 제천시 내토로 28길 12,충청북도,제천시,3일+8일,62,2005,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,37.12898225,128.2064464,043-645-2724
a43390001,증평장뜰재래시장,충청북도 증평군 중동리 97-1,충청북도 증평군 증평읍 장뜰로 58-1,충청북도,증평군,1일+6일,94,1992,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+카페,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.78338958,127.5829564,043-838-5501
a43350003,운수대통 생거진천전통시장,충청북도 진천군 성석리 969,충청북도 진천군 진천읍 원덕로390,충청북도,진천군,5일+10일,73,1976,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+카페,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.85993812,127.4501601,043-534-3338
a43350004,진천중앙시장,충청북도 진천군 진천읍 읍내리 305-12,충청북도 진천군 진천읍 중앙동6길 23,충청북도,진천군,5일+10일,53,1950,농산물+축산물+수산물+가공식품+신발+가정용품+음식점+근린생활서비스,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,36.85685858,127.4423712,043-533-8966
a43012005,청주사창시장,충청북도 청주시 사창동 286-22,충청북도 청주시 사직대로164번길 36,충청북도,청주시,매일,94,1981,농산물+축산물,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.63361051,127.4652985,043-265-0427
a43011004,서문시장,충청북도 청주시 상당구 서문동 166-43,충청북도 청주시 상당구 남사로 89번길 61,충청북도,청주시,매일,106,1964,축산물,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.63511643,127.4853665,
a43011005,육거리종합시장,충청북도 청주시 상당구 석교동 60-4,충청북도 청주시 상당구 청남로2197번길 42,충청북도,청주시,2일+7일,385,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.62794095,127.4881836,043-222-6696
a43012006,청주두꺼비시장,충청북도 청주시 서원구 수곡동 862,충청북도 청주시 서원구 수곡로 58번길 7-2,충청북도,청주시,매일,70,1997,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,36.61744097,127.4729928,
a43012008,원마루시장,충청북도 청주시 서원구 분평동 1335,충청북도 청주시 서원구 원마루로8번길 21,충청북도,청주시,매일,120,1998,농산물+축산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,36.60903727,127.496414,070-7198-4129
a43011001,밤고개자연시장,충청북도 청주시 청원구 내덕동 396-7,충청북도 청주시 청원구 공항로 58번길 14,충청북도,청주시,2일+7일,52,1985,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,36.66241616,127.4886473,043-217-1112
a43310001,내수전통시장,충청북도 청주시 청원구 내수읍 마산리 169-6,충청북도 청주시 청원구 내수읍 내수로 726,충청북도,청주시,5일+10일,54,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.72627291,127.5360007,
a43310005,오창전통시장,충청북도 청주시 청원구 오창읍 장대리 309-4,충청북도 청주시 청원구 팔결로 715,충청북도,청주시,3일+8일,89,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.74173743,127.455627,043-217-1112
a43012001,가경터미널시장,충청북도 청주시 흥덕구 가경동 1342,충청북도 청주시 흥덕구 풍년로160번길 41-4,충청북도,청주시,매일,81,1994,축산물+수산물,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.62770325,127.4349084,043-232-1117
a43012002,복대가경시장,충청북도 청주시 흥덕구 복대동 1116,충청북도 청주시 흥덕구 복대로 146번길 42,충청북도,청주시,매일,74,1990,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.6295133,127.4432597,043-235-5996
a43012007,직지시장,충청북도 청주시 흥덕구 봉명동 472-6,충청북도 청주시 흥덕구 직지대로 639번길 88,충청북도,청주시,매일,55,1989,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.64658274,127.466327,070-8100-4047
a43010002,하복대시장,충청북도 청주시 흥덕구 복대동 2541번지,충청북도 청주시 흥덕구 증안로34번길 20-1 복대동 ,충청북도,청주시,매일,61,2002,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,36.63564465,127.4274621,
a43020007,충주농산물종합시장,충청북도 충주시 목행동 526-29,충청북도 충주시 목행산단7로 24,충청북도,충주시,매일,160,1995,농산물+축산물+수산물+가공식품+가정용품+음식점+철물류,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,37.00399789,127.9230847,043-853-3187
a43020016,목행시장,충청북도 충주시 목행동 600-15,충청북도 충주시 행정9길 35,충청북도,충주시,3일+8일,116,1982,농산물+축산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,37.01395405,127.9173286,043-851-9048
a43020003,무학시장,충청북도 충주시 봉방동 8-6,충청북도 충주시 무학1길 19,충청북도,충주시,매일,179,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.97459102,127.9272665,043-848-2292
b43020006,관아골상가,충청북도 충주시 성내동 429,충청북도 충주시 관아4길 8,충청북도,충주시,매일,104,2000,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수선,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,36.97012329,127.9351179,
a43020005,중앙어울림시장,충청북도 충주시 성서동 306,충청북도 충주시 예성로 168,충청북도,충주시,매일,41,1969,농산물+가공식품+의류+신발+가정용품+음식점+수선,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.97189219,127.9336123,043-847-3942
a43020017,성서중심시장,충청북도 충주시 성서동 178,충청북도 충주시 성서8길 21,충청북도,충주시,매일,336,1990,농산물+의류+신발+가정용품+음식점,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,36.97133411,127.9323927,043-851-9261
a43020015,엄정내창시장,충청북도 충주시 엄정면 미내리 159-15,충청북도 충주시 엄정면 내창로 191-1,충청북도,충주시,3일+8일,102,1980,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,37.08639104,127.9158841,043-857-3627
a43020009,연수상가,충청북도 충주시 연수동 924,충청북도 충주시 번영대로 125,충청북도,충주시,매일,200,1997,농산물+축산물+수산물+가공식품+의류+신발+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,36.98746934,127.9315787,043-856-0027
a43020012,연원시장,충청북도 충주시 연수동 547-6,충청북도 충주시 금곡로 31,충청북도,충주시,4일+9일,56,1997,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수산,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,36.98929115,127.9348022,
a43020001,충주옹달샘시장,충청북도 충주시 지현동 1076,충청북도 충주시 지곡10길 35,충청북도,충주시,매일,62,1970,농산물+축산물+수산물+가공식품+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,36.9646875,127.9325926,043-855-9850
a43020004,충주자유시장,충청북도 충주시 충의동 192,충청북도 충주시 충인6길 16,충청북도,충주시,5일+10일,410,1970,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수선,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,36.97393363,127.9306725,043-848-3414
a62050002,비아5일시장,광주광역시 광산구 비아동 83-5,광주광역시 광산구 중앙로 26-1,광주광역시,광산구,1일+6일,133,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.22135885,126.8252669,
a62050003,송정5일시장,광주광역시 광산구 송정동 884-1,광주광역시 광산구 광산로30번길 65,광주광역시,광산구,3일+8일,113,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.13708297,126.7969059,
a62050004,송정매일시장,광주광역시 광산구 송정동 813-1,광주광역시 광산구 송정로 29번길 64,광주광역시,광산구,매일,46,1982,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.13745243,126.7968406,062-944-3700
a62050005,1913송정역시장,광주광역시 광산구 송정동 971-1,광주광역시 광산구 송정로 8번길 33,광주광역시,광산구,매일,73,1913,농산물+축산물+수산물+가공식품+신발+음식점,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.13555958,126.7915346,062-944-1914
b62050002,우산매일시장,광주광역시 광산구 우산동 1612- 1,광주광역시 광산구 우산로,광주광역시,광산구,매일,44,1991,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.16218922,126.8035258,
a62050006,월곡시장,광주광역시 광산구 월곡동 687-3,광주광역시 광산구 월곡 사암로 300,광주광역시,광산구,매일,68,1998,농산물+축산물+수산물+가공식품+음식점,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.17129717,126.8096437,062-951-6114
a62010002,대인시장,광주광역시 동구 대인동 309-3,광주광역시 동구 제봉로194번길 10,광주광역시,동구,매일,289,1976,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.15409833,126.917243,062-223-3001
a62010003,산수시장,광주광역시 동구 산수동 558-58,광주광역시 동구 필문대로192번길 17-1,광주광역시,동구,매일,80,1974,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+금은방,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,35.15348435,126.929739,
a62010001,남광주해뜨는시장,광주광역시 동구 학동 55-57,광주광역시 동구 제봉로17번길 13-6,광주광역시,동구,매일,50,1975,농산물+축산물+수산물,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.13896721,126.9212584,062-226-9051
a62010004,남광주시장,광주광역시 동구 학동 84-23,광주광역시 동구 제봉로17번길 18-6,광주광역시,동구,매일,225,1975,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.13929961,126.9208082,062-226-1101
a62040010,두암시장,광주광역시 북구 두암동 856-5,광주광역시 북구 금녕길 23,광주광역시,북구,매일,27,1981,농산물+축산물+수산물+가공식품,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.17157442,126.9293831,062-262-5730
a62040004,말바우시장,광주광역시 북구 우산동 190-1,광주광역시 북구 동문대로97번길 55,광주광역시,북구,2일+4일+7일+9일,511,2005,농산물+축산물+수산물+음식점,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.1729756,126.9213684,062-262-4082
a62040008,운암시장,광주광역시 북구 운암동 94-7,광주광역시 북구 대자로 87,광주광역시,북구,매일,64,1981,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.1733763,126.8820026,062-527-1719
a62040009,중흥시장,광주광역시 북구 중흥동 684,광주광역시 북구 중흥로 154,광주광역시,북구,매일,49,1977,농산물+축산물+수산물+가공식품+잡화(기계),N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35.1616112,126.9108534,062-515-8504
a62020001,광주양동시장,광주광역시 서구 양동 5-101,광주광역시 서구 천변좌로 238,광주광역시,서구,매일,115,1969,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.15390747,126.9025538,
a62020003,양동닭전길시장,광주광역시 서구 양동 5-56,광주광역시 서구 천변좌로 262번길 4,광주광역시,서구,매일,157,2005,농산물+축산물+의류+신발+가정용품+음식점+제분소,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,35.1528177,126.9039928,062-363-4228
a62020005,양동건어물시장,광주광역시 서구 양동 5-160,광주광역시 서구 천변좌로 254번길 6,광주광역시,서구,매일,64,2006,가공식품+이불 약초,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.15316871,126.9033339,062-364-5040
a62020006,양동복개상가,광주광역시 서구 양동 441,광주광역시 서구 천변좌로 243,광주광역시,서구,매일,268,1971,의류+신발+가정용품+음식점+가구,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.15359895,126.9039282,062-362-0121
a62020007,양동수산전통시장,광주광역시 서구 양동 5-254,광주광역시 서구 천변좌로 246번길 16,광주광역시,서구,매일,165,2005,축산물+수산물+가공식품+음식점,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.15323947,126.9016656,062-364-3370
a62020008,양동산업용품시장,광주광역시 서구 양동 62의 1,광주광역시 서구 독립로 205,광주광역시,서구,매일,151,2008,톱.기계,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.15117026,126.9066176,062-364-3370
a62020011,양동경열로시장,광주광역시 서구 양동 307-28,광주광역시 서구 경열로 140-1,광주광역시,서구,매일,75,2012,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.15367146,126.900842,062-363-9277
a62020010,화정동서부시장,광주광역시 서구 화정동783의5,광주광역시 서구 화운로156번길 24-1,광주광역시,서구,매일,119,2012,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,35.15303898,126.8792883,062-369-3338
a61390002,강진읍시장,전라남도 강진군 강진읍 동성리 187-5,전라남도 강진군 강진읍 동성리 시장길 19,전라남도,강진군,4일+9일,93,1935,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,34.64015663,126.7743169,061-430-5513
a61390003,마량5일시장,전라남도 강진군 마량면 마량리 987-11,전라남도 강진군 마량면 마량5길 11,전라남도,강진군,3일+8일,40,1979,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+악세서리,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,34.45095924,126.8165817,
a61390004,병영5일시장,전라남도 강진군 병영면 삼인리 318,전라남도 강진군 병영면 남삼인길 6,전라남도,강진군,3일+8일,8,1932,농산물+수산물+의류+가정용품+음식점,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,34.7138022,126.8155552,
