시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
영주공설시장,상설장+5일장,경상북도 영주시 구성로 330번길 30,경상북도 영주시 하망동 362-4,5일+10일,36.82255573,128.6263204,93,농산물+축산물+가공식품,,,Y,Y,2006,054-635-9876,2024-11-04,B553077,소상공인시장진흥공단
영주골목시장,상설장,경상북도 영주시 구성로 360번길 15-1,경상북도 영주시 영주동 315-6,매일,36.82449267,128.6229875,77,농산물+의류+음식점,,,Y,Y,2006,054-637-0078,2024-11-04,B553077,소상공인시장진흥공단
신영주번개시장,상설장,경상북도 영주시 선비로79번길,경상북도 영주시 휴천동 330,매일,36.81223799,128.623387,29,농산물+축산물+수산물,,,Y,Y,2013,,2024-11-04,B553077,소상공인시장진흥공단
영주종합시장,상설장,경상북도 영주시 선비로79번길 40-12,경상북도 영주시 휴천동 305,매일,36.81360395,128.6221385,78,농산물+축산물+수산물,,,Y,Y,2006,054-632-1619,2024-11-04,B553077,소상공인시장진흥공단
영주중앙시장,상설장,경상북도 영주시 영주로 192번길 10-1,경상북도 영주시 영주동 547,매일,36.8257389,128.6209769,58,농산물+축산물+가공식품,,,Y,Y,2006,,2024-11-04,B553077,소상공인시장진흥공단
영주소백쇼핑몰,상설장,경상북도 영주시 중앙로 80번길 33-12,경상북도 영주시 하망동 364-30,매일,36.8234917,128.6261751,92,가공식품+의류+가정용품,,,Y,Y,2005,054-631-4603,2024-11-04,B553077,소상공인시장진흥공단
영주문화시장,상설장,경상북도 영주시 중앙로 83번길 32,경상북도 영주시 영주동 376-1,매일,36.8239126,128.6235074,190,가공식품+의류+신발,,,Y,N,2010,054-633-0918,2024-11-04,B553077,소상공인시장진흥공단
선비골전통시장,상설장,경상북도 영주시 중앙로 83번길40,경상북도 영주시 영주동 373-5,매일,36.82425135,128.6231913,95,농산물+축산물+수산물,,,Y,Y,2009,,2024-11-04,B553077,소상공인시장진흥공단
풍기중앙시장,상설장,경상북도 영주시 풍기읍 동성로 73,경상북도 영주시 풍기읍 성내리 1-4,매일,36.8706025,128.5281959,69,가공식품+의류+가정용품,,,Y,Y,2006,,2024-11-04,B553077,소상공인시장진흥공단
풍기선비골인삼시장,상설장,경상북도 영주시 풍기읍 소백로 2156,경상북도 영주시 풍기읍 산법리 446-4 8,매일,36.88850301,128.5406893,68,농산물,,,Y,Y,2019,054-636-3450,2024-11-04,B553077,소상공인시장진흥공단
풍기토종인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 40,경상북도 영주시 풍기읍 성내리 148,매일,36.87028584,128.5224255,50,농산물,,,Y,Y,2009,054-633-2379,2024-11-04,B553077,소상공인시장진흥공단
풍기인삼시장,상설장,경상북도 영주시 풍기읍인삼로8,경상북도 영주시 서부리 145-3,매일,36.87302772,128.5236126,50,농산물,,,Y,Y,2003,054-636-7948,2024-11-04,B553077,소상공인시장진흥공단
금호공설시장,상설장+5일장,경상북도 영천시 금호읍 금호로 101,경상북도 영천시 금호읍 교대리167-35,3일+8일,35.93166906,128.8733589,43,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,,2024-11-04,B553077,소상공인시장진흥공단
영천공설시장,상설장+5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,2일+7일,35.96425248,128.9385821,220,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,054-331-1772,2024-11-04,B553077,소상공인시장진흥공단
신녕공설시장,상설장+5일장,경상북도 영천시 신녕면 본관시장길3,경상북도 영천시 신녕면 화성리 866-1,3일+8일,36.04209299,128.7874777,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1958,054-338-5520,2024-11-04,B553077,소상공인시장진흥공단
예천맛고을시장,상설장,경상북도 예천군 예천읍 맛고을길 57,경상북도 예천군 노하리 74-16,매일,36.65689278,128.4548923,100,의류+음식점,,,N,Y,2014,,2024-11-04,B553077,소상공인시장진흥공단
예천상설시장,상설장+5일장,경상북도 예천군 예천읍 상설시장2길 3-1,경상북도 예천군 예천읍 동본리 553,2일+7일,36.65599016,128.4561493,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1955,054-654-3751,2024-11-04,B553077,소상공인시장진흥공단
예천중앙시장,상설장+5일장,경상북도 예천군 예천읍 시장로127,경상북도 예천군 예천읍 동본리 497-1,2일+7일,36.6574335,128.4578325,65,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,2011,,2024-11-04,B553077,소상공인시장진흥공단
용궁시장,상설장+5일장,경상북도 예천군 용궁면 용궁시장길 9,경상북도 예천군 용궁면 읍부리 329-1,4일+9일,36.60702184,128.2753688,9,농산물+수산물+가공식품+음식점,,,Y,Y,1915,,2024-11-04,B553077,소상공인시장진흥공단
풍양시장,5일장,경상북도 예천군 풍양면 낙상2길 37-13,경상북도 예천군 풍양면 낙상리 157-7,3일+8일,36.50926978,128.2998047,35,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1928,,2024-11-04,B553077,소상공인시장진흥공단
척산시장,5일장,경상북도 울진군 기성면 척산길 51-25,경상북도 울진군 기성면 척산리 211-14,1일+6일,36.79693438,129.4512978,20,농산물+수산물+가공식품+음식점,,,Y,N,1965,,2024-11-04,B553077,소상공인시장진흥공단
매화시장,5일장,경상북도 울진군 매화면 매화2길 36-14,경상북도 울진군 매화면 매화리 1180-1,3일+8일,36.90981035,129.3799154,12,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
흥부시장,상설장+5일장,경상북도 울진군 북면 장터길 104,경상북도 울진군 북면 부구리 135,1일+6일,37.10360525,129.3753791,28,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1965,,2024-11-04,B553077,소상공인시장진흥공단
울진바지게시장,상설장+5일장,경상북도 울진군 울진읍 읍내2길 13-6,경상북도 울진군 울진읍 읍내리 63,2일+7일,36.9916292,129.4020697,200,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,054-783-2988,2024-11-04,B553077,소상공인시장진흥공단
죽변시장,상설장+5일장,경상북도 울진군 죽변면 죽변중앙로 168-14,경상북도 울진군 죽변면 죽변리 36-8,3일+8일,37.05896152,129.4222539,50,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
평해시장,상설장+5일장,경상북도 울진군 평해읍 평해6길12,경상북도 울진군 평해읍 평해리 879-3,2일+7일,36.72694696,129.4424335,44,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,054-787-5010,2024-11-04,B553077,소상공인시장진흥공단
후포시장,상설장+5일장,경상북도 울진군 후포면 울진대게로21,경상북도 울진군 후포면 삼율리 126,3일+8일,36.67787465,129.4442245,139,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,054-788-3526,2024-11-04,B553077,소상공인시장진흥공단
금성시장,5일장,경상북도 의성군 금성면 탑리길56-1,경상북도 의성군 금성면 대리리 66-7,1일+6일,36.25617739,128.6814114,70,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1961,,2024-11-04,B553077,소상공인시장진흥공단
단촌정기시장,5일장,경상북도 의성군 단촌면 장터길15,경상북도 의성군 단촌면 하화리 1097-9,5일+10일,36.42254768,128.6739013,45,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,N,1947,,2024-11-04,B553077,소상공인시장진흥공단
봉양시장,5일장,경상북도 의성군 봉양면 도리원6길 9-1,경상북도 의성군 봉양면 화전리 94-5,5일+10일,36.2992611,128.5815386,44,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1921,,2024-11-04,B553077,소상공인시장진흥공단
안계공설시장,상설장+5일장,경상북도 의성군 안계면 안계시장길 14-11,경상북도 의성군 안계면 용기리 467-1,1일+6일,36.38442423,128.4383448,45,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1957,054-861-4400,2024-11-04,B553077,소상공인시장진흥공단
의성염매시장,상설장,경상북도 의성군 의성읍 염매시장길 5,경상북도 의성군 의성읍 후죽리 688,매일,36.35022877,128.6956069,37,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,,2024-11-04,B553077,소상공인시장진흥공단
의성공설재래시장,상설장+5일장,경상북도 의성군 의성읍 전통시장 1길 12-8,경상북도 의성군 의성읍 도동리 758-4,2일+7일,36.3451135,128.699851,76,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1946,,2024-11-04,B553077,소상공인시장진흥공단
동곡공설시장,5일장,경상북도 청도군 금천면 금천로 41-2,경상북도 청도군 금천면 동곡리 776,1일+6일,35.69205739,128.8910781,40,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1930,,2024-11-04,B553077,소상공인시장진흥공단
이서공설시장,5일장,경상북도 청도군 이서면 학산1길51,경상북도 청도군 이서면 학산리 579-2,3일+8일,35.66270195,128.6664239,33,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1948,,2024-11-04,B553077,소상공인시장진흥공단
풍각공설시장,5일장,경상북도 청도군 청도군 풍각면 송서7길 5,경상북도 청도군 청도군 풍각면 송서리 572-2,1일+6일,,,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1925,,2024-11-04,B553077,소상공인시장진흥공단
청도공설시장,5일장,경상북도 청도군 청도읍 청도시장1길 21,경상북도 청도군 청도읍 고수리 778 외,4일+9일,35.64394305,128.746038,115,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1912,054-371-0510,2024-11-04,B553077,소상공인시장진흥공단
부남시장,5일장,경상북도 청송군 부남면 대전로142,경상북도 청송군 부남면 대전리 64-16,3일+8일,36.34650543,129.0644413,53,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1921,,2024-11-04,B553077,소상공인시장진흥공단
안덕시장,상설장+5일장,경상북도 청송군 안덕면 명당2길,경상북도 청송군 안덕면 명당1리 안덕로57,4일+9일,36.28813525,128.9574946,4,농산물+수산물+신발,,,Y,Y,1940,,2024-11-04,B553077,소상공인시장진흥공단
진보시장,상설장+5일장,경상북도 청송군 진보면 진안남2길 9-1,경상북도 청송군 진보면 진안리 121-3,3일+8일,36.52836922,129.0464058,72,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1910,054-872-5915,2024-11-04,B553077,소상공인시장진흥공단
청송시장,상설장+5일장,경상북도 청송군 청송읍 현충로 106,경상북도 청송군 청송읍 월막리 423-1,4일+9일,36.43514221,129.0521134,8,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1920,054-873-7780,2024-11-04,B553077,소상공인시장진흥공단
도평시장,상설장+5일장,경상북도 청송군 현동면 도평2길 21,경상북도 청송군 현동면 도평리 839-103,5일+10일,36.290109,129.0170773,15,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1921,,2024-11-04,B553077,소상공인시장진흥공단
화목시장,5일장,경상북도 청송군 현서면 구산북로57-1,경상북도 청송군 현서면 구산리 100-14,1일+6일,36.27534895,128.89736,15,농산물+수산물+의류+신발+가정용품,,,Y,Y,1940,,2024-11-04,B553077,소상공인시장진흥공단
왜관시장,상설장+5일장,경상북도 칠곡군 왜관읍 시장2길 9,경상북도 칠곡군 왜관읍 왜관리 211-187,1일+6일,35.99515075,128.3982358,134,음식점,,,Y,Y,1981,054-971-7660,2024-11-04,B553077,소상공인시장진흥공단
구룡포시장,상설장+5일장,경상북도 포항시 남구 구룡포읍 구룡포길 72-1,경상북도 포항시 남구 구룡포읍 구룡포리 963-2,3일+8일,35.99031583,129.5540012,114,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1937,,2024-11-04,B553077,소상공인시장진흥공단
영남시장,상설장,경상북도 포항시 남구 동해면 일월로152,경상북도 포항시 남구 동해면 약전리 436-3,매일,35.98794164,129.4496146,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1990,,2024-11-04,B553077,소상공인시장진흥공단
해도5(형산)시장,상설장,경상북도 포항시 남구 문예로 70번길23,경상북도 포항시 남구 대도동 143-1,매일,36.01270578,129.3664998,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1990,,2024-11-04,B553077,소상공인시장진흥공단
남부시장,상설장,경상북도 포항시 남구 상공로43,경상북도 포항시 남구 상도동 629,매일,36.01262132,129.3561505,51,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1987,,2024-11-04,B553077,소상공인시장진흥공단
상대종합시장,상설장,경상북도 포항시 남구 양학천로 76번길13,경상북도 포항시 남구 상도동 1-12,매일,36.01993112,129.3611077,37,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1986,,2024-11-04,B553077,소상공인시장진흥공단
연일전통시장,상설장+5일장,경상북도 포항시 남구 연일읍 연일로 159번길 46,경상북도 포항시 남구 연일읍 생지리 194-1,3일+8일,35.99635173,129.3486811,147,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1968,,2024-11-04,B553077,소상공인시장진흥공단
오천삼광시장,상설장,경상북도 포항시 남구 오천읍 정몽주로679번길 3,경상북도 포항시 남구 오천읍 구정리 34-5,매일,35.97830244,129.4123387,53,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1988,,2024-11-04,B553077,소상공인시장진흥공단
오천시장,상설장+5일장,경상북도 포항시 남구 오천읍 해병로 307번길 26-3,경상북도 포항시 남구 오천읍 세계리 823-1,5일+10일,35.96647172,129.4142295,105,농산물+수산물+음식점,,,Y,Y,1930,054-292-5245,2024-11-04,B553077,소상공인시장진흥공단
포항운하송림시장,상설장,경상북도 포항시 남구 운하로36번길 7,경상북도 포항시 남구 송도동 493-11,매일,36.02820448,129.3763138,35,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1987,,2024-11-04,B553077,소상공인시장진흥공단
