시장명,별점,리뷰
수성구 신매시장,,"['아리아리요58 리뷰 519 사진 165 팔로우 장날 싸고 질좋게구매했어요 볼거리가 많아요 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 24.10.3.목 2024년 10월 3일 목요일 1번째 방문 인증 수단 영수증', 'lin**** 리뷰 407 사진 7 팔로우 친절해요~ 친절해요 반응 남기기 방문일 23.1.12.목 2023년 1월 12일 목요일 1번째 방문 인증 수단 영수증', 'neslej103 리뷰 444 사진 9 팔로우 그냥  그렇네요 반응 남기기 방문일 22.10.24.월 2022년 10월 24일 월요일 1번째 방문 인증 수단 영수증', 'mk**** 리뷰 540 사진 3 팔로우 . 종류가 다양해요 반응 남기기 방문일 22.10.20.목 2022년 10월 20일 목요일 1번째 방문 인증 수단 영수증', 'mic**** 리뷰 137 팔로우 친절합니다. 반응 남기기 방문일 22.9.6.화 2022년 9월 6일 화요일 1번째 방문 인증 수단 영수증', 'rha3989 리뷰 648 사진 10 팔로우 좋아요 반응 남기기 방문일 22.5.25.수 2022년 5월 25일 수요일 1번째 방문 인증 수단 영수증', 'ghk**** 리뷰 161 사진 1 팔로우 조어요 반응 남기기 방문일 22.4.30.토 2022년 4월 30일 토요일 1번째 방문 인증 수단 영수증', '지민1532 리뷰 35 사진 13 팔로우 별점 4.5 점 집앞이라 자주 갔는데 진짜 많이 바뀐듯..고기 자주사먹어요 ㅎㅎ 반응 남기기 방문일 20.10.28.수 2020년 10월 28일 수요일 1번째 방문 인증 수단 영수증', '듀듀슬 리뷰 54 사진 14 팔로우 별점 3 점 #떡볶이#부산어묵 떡볶이 엄청 굵고 어묵맛있어용 앞으로 자주갈듯.. 신매시장 부산어묵 맛있어용! 반응 남기기 방문일 20.9.4.금 2020년 9월 4일 금요일 1번째 방문 인증 수단 영수증', '파애07 리뷰 2,955 사진 4,599 팔로우 별점 5 점 맛있는 떡과 반찬, 생선, 채소들이 가득합니다. 반응 남기기 방문일 20.5.27.수 2020년 5월 27일 수요일 1번째 방문 인증 수단 영수증']"
수성구 두원시장,,[]
수성구 지산목련시장,4.57,"['mee5908 리뷰 1,205 사진 7 팔로우 좋아요 반응 남기기 방문일 22.4.20.수 2022년 4월 20일 수요일 1번째 방문 인증 수단 영수증', '슬아92 리뷰 1,299 사진 1 팔로우 품질이좋아요 반응 남기기 방문일 22.4.15.금 2022년 4월 15일 금요일 11번째 방문 인증 수단 영수증', '슬아92 리뷰 1,299 사진 1 팔로우 상품이좋아요 반응 남기기 방문일 22.3.16.수 2022년 3월 16일 수요일 10번째 방문 인증 수단 영수증', '그래그래 그래 리뷰 139 사진 4 팔로우 좋아요 반응 남기기 방문일 22.3.13.일 2022년 3월 13일 일요일 1번째 방문 인증 수단 영수증', '슬아92 리뷰 1,299 사진 1 팔로우 품질잊ㆍㄷㅎ아요 반응 남기기 방문일 22.2.14.월 2022년 2월 14일 월요일 9번째 방문 인증 수단 영수증', '노란하늘 리뷰 243 사진 3 팔로우 Good^^ 반응 남기기 방문일 22.1.30.일 2022년 1월 30일 일요일 1번째 방문 인증 수단 영수증', '슬아92 리뷰 1,299 사진 1 팔로우 친절해요 반응 남기기 방문일 22.1.17.월 2022년 1월 17일 월요일 8번째 방문 인증 수단 영수증', '내맘대로세상은 리뷰 1,042 사진 23 팔로우 굿 반응 남기기 방문일 21.12.4.토 2021년 12월 4일 토요일 2번째 방문 인증 수단 영수증', '내맘대로세상은 리뷰 1,042 사진 23 팔로우 김장준비 편해요 반응 남기기 방문일 21.12.4.토 2021년 12월 4일 토요일 1번째 방문 인증 수단 영수증', '슬아92 리뷰 1,299 사진 1 팔로우 싱싱해요 반응 남기기 방문일 21.11.19.금 2021년 11월 19일 금요일 7번째 방문 인증 수단 영수증']"
중구 염매시장,,"['찌니찌니372 리뷰 4,704 사진 7 팔로우 좋어여 반응 남기기 방문일 22.6.22.수 2022년 6월 22일 수요일 4번째 방문 인증 수단 영수증', '찌니찌니372 리뷰 4,704 사진 7 팔로우 좋아여 반응 남기기 방문일 22.6.12.일 2022년 6월 12일 일요일 3번째 방문 인증 수단 영수증', 'kimmj121212 리뷰 2,447 사진 1 팔로우 좋아요 반응 남기기 방문일 22.6.11.토 2022년 6월 11일 토요일 1번째 방문 인증 수단 영수증', '찌니찌니372 리뷰 4,704 사진 7 팔로우 좋아여 반응 남기기 방문일 22.5.30.월 2022년 5월 30일 월요일 2번째 방문 인증 수단 영수증', '찌니찌니372 리뷰 4,704 사진 7 팔로우 즇라려 반응 남기기 방문일 22.5.26.목 2022년 5월 26일 목요일 1번째 방문 인증 수단 영수증']"
중구 방천시장,,['kbs**** 리뷰 36 사진 50 팔로우 도서관도 깨끗하고 영어도서도 많아서 좋아요 반응 남기기 방문일 2.25.화 2025년 2월 25일 화요일 1번째 방문']
중구 서문시장건해산물상가,,[]
중구 서문시장5지구,,"['hyj**** 리뷰 836 팔로우 좋아요 친절해요 반응 남기기 방문일 24.4.18.목 2024년 4월 18일 목요일 1번째 방문 인증 수단 영수증', '별86 리뷰 278 사진 6 팔로우 굿 반응 남기기 방문일 22.8.18.목 2022년 8월 18일 목요일 1번째 방문 인증 수단 영수증', 'zzanggk1114 리뷰 1,443 사진 182 팔로워 49 팔로우 굿 반응 남기기 방문일 22.4.27.수 2022년 4월 27일 수요일 1번째 방문 인증 수단 영수증']"
중구 동산상가,,[]
중구 서문시장 아진상가,,[]
중구 서문시장제1지구포목시장,,[]
중구 서문시장제1지구직물시장,,[]
중구 명품프라자상가,,[]
중구 서문시장2지구종합상가,4.3,"['적극적인담비 리뷰 1,414 사진 616 팔로워 1 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 4.12.토 2025년 4월 12일 토요일 1번째 방문 인증 수단 영수증', '우혜빵 리뷰 876 사진 694 팔로워 9 팔로우 가방이귀여워요ㅠㅠ 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 3.4.화 2025년 3월 4일 화요일 1번째 방문 인증 수단 영수증', '박랑서 리뷰 140 사진 12 팔로우 멀리서 오늘 왔답니다 너무 강추 합니다 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.11.28.목 2024년 11월 28일 목요일 1번째 방문 인증 수단 영수증', '노블j 리뷰 99 사진 145 팔로워 10 팔로우 세번째 일요일이 휴무라해서 토요일에 갔는데 사람이 너무 너무 많았어요~~그래서 여유롭게 구경하는건 힘들었지만 친구 생일 선물로 예쁜 가방을 구매했답니다^^ 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.11.16.토 2024년 11월 16일 토요일 1번째 방문 인증 수단 영수증', '민지돼지 리뷰 22 사진 67 팔로우 단무지빙수(망고) 아주 얇게 썰어서 입에 들어가는 순간 사르르 녹아서 없어져요. 생 망고 먹고 밑에 깔린 우유빙수는 인절미가루를 뿌려서 먹으면 된다고 콩가루 주셨어요. 너무 맛있었어요. ?? 더보기 방문객이 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.25.금 2024년 10월 25일 금요일 1번째 방문 인증 수단 영수증', 'sdfasDFasef 리뷰 824 팔로우 조아요 친절해요 반응 남기기 방문일 24.10.24.목 2024년 10월 24일 목요일 1번째 방문 인증 수단 영수증', '욜로욜로11 리뷰 2,214 사진 305 팔로우 좋아요!! 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.18.금 2024년 10월 18일 금요일 1번째 방문 인증 수단 영수증', 'con**** 리뷰 1,252 사진 291 팔로우 굿 친절해요 반응 남기기 방문일 24.10.16.수 2024년 10월 16일 수요일 1번째 방문 인증 수단 영수증', '028**** 리뷰 1,531 사진 494 팔로우 볼거리가 많아요 반응 남기기 방문일 24.10.16.수 2024년 10월 16일 수요일 1번째 방문 인증 수단 영수증', 'Freedom28 리뷰 697 사진 128 팔로워 15 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.10.7.월 2024년 10월 7일 월요일 1번째 방문 인증 수단 영수증']"
중구 서문시장4지구종합대체상가,4.13,"['야호27 리뷰 605 사진 41 팔로우 굿 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.9.11.월 2023년 9월 11일 월요일 1번째 방문 인증 수단 영수증', '코낄이야 리뷰 1,002 사진 87 팔로우 . 반응 남기기 방문일 23.4.9.일 2023년 4월 9일 일요일 1번째 방문 인증 수단 영수증', '깨비빙 리뷰 79 사진 11 팔로우 굿 반응 남기기 방문일 22.8.17.수 2022년 8월 17일 수요일 1번째 방문 인증 수단 영수증', 'ㅋㄷㄹㄴ 리뷰 1,314 사진 20 팔로우 ㅡ 반응 남기기 방문일 22.4.16.토 2022년 4월 16일 토요일 1번째 방문 인증 수단 영수증', 'Hjuospelep 리뷰 570 사진 2 팔로워 3 팔로우 ㅎㅎ 반응 남기기 방문일 21.12.22.수 2021년 12월 22일 수요일 1번째 방문 인증 수단 영수증', '비산동불주먹 리뷰 1,320 사진 20 팔로우 별점 4.5 점 굿 반응 남기기 방문일 21.2.26.금 2021년 2월 26일 금요일 1번째 방문 인증 수단 영수증', '김날개68 리뷰 974 사진 273 팔로우 별점 5 점 ???? 반응 남기기 방문일 20.12.4.금 2020년 12월 4일 금요일 1번째 방문 인증 수단 영수증', 'qhd**** 리뷰 215 사진 8 팔로우 별점 5 점 조아조아조아용 조아조아조아용 반응 남기기 방문일 20.7.3.금 2020년 7월 3일 금요일 1번째 방문 인증 수단 영수증']"
중구 약령시장,4.54,"['요염한남 리뷰 1,366 사진 3,784 팔로워 86 팔로우 저녁에 방문 예약 없이 이용 대기 시간 바로 입장 데이트, 일상 연인?배우자 소머리곰탕하고 설렁탕 시켰는데 두가지다 고기도 넉넉하고 잡내없고 마지막에 매운 다데기 넣으니 두가지맛으로 즐길수 있어 좋네요 더보기 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 1.21.화 2025년 1월 21일 화요일 1번째 방문 인증 수단 영수증', '오늘은 뭐먹냐 리뷰 315 사진 726 팔로워 23 팔로우 점심에 방문 예약 없이 이용 대기 시간 바로 입장 일상 지인?동료 메뉴는 많은데 점심시간에는 안되는게 많아요! 바뻐서? 시간이 오래걸려서? 멀리가기 귀찮아서 그냥 갑니다. 반응 남기기 방문일 24.12.13.금 2024년 12월 13일 금요일 1번째 방문 인증 수단 영수증', 'lov**** 리뷰 24 사진 8 팔로우 점심에 방문 예약 없이 이용 대기 시간 바로 입장 일상 혼자 일단 진짜 직원들 친절도는 최악이에요 교육 듣고 혼자 방문 했는데 물도 안가져다 주시고 혼자 왔다니까 계속 그냥 세워두시더라고요 ? 음식 나오고 한숟갈 뜨자마자 머리짧은 직원 아주머니 오셔서 죄송한데 빨리먹고 일어나달라고 하시더라구요…? 자리가 다 차있었던 것도 아니고 혼자 왔다는 이유로 그렇게 말씀 하신걸까요? 진짜 가봤던 식당중에 최악입니다. 좋은 리뷰만 다는데 이 리뷰 달라고 영수증 받아왔습니다. 더보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 24.11.8.금 2024년 11월 8일 금요일 1번째 방문 인증 수단 영수증', '까망소금 리뷰 630 사진 477 팔로워 221 팔로우 점심에 방문 예약 없이 이용 대기 시간 바로 입장 일상 지인?동료 내장탕이 맛있고 양도 많이 주세요 음식이 맛있어요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.9.13.금 2024년 9월 13일 금요일 1번째 방문 인증 수단 영수증', 'ari**** 리뷰 928 팔로우 점심에 방문 예약 없이 이용 대기 시간 바로 입장 나들이 혼자 좋아요 음식이 맛있어요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.24.화 2024년 12월 24일 화요일 1번째 방문 인증 수단 영수증', '뚠키부인 리뷰 1,745 사진 1,336 팔로우 저녁에 방문 예약 없이 이용 대기 시간 바로 입장 일상 친구 쏘쏘 반응 남기기 방문일 24.10.7.월 2024년 10월 7일 월요일 4번째 방문 인증 수단 영수증', 'Fapyt 리뷰 990 사진 1,969 팔로워 56 팔로우 점심에 방문 건강하고 맛있는 반찬먹고싶을때 늘 찾는 곳 ?? 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.6.13.목 2024년 6월 13일 목요일 5번째 방문 인증 수단 영수증', 'Fapyt 리뷰 990 사진 1,969 팔로워 56 팔로우 점심에 방문 세 번째 방문! 오늘은 김치찌개를 먹어봤는데 돼지고기들어간 집밥의 느낌이라 오늘도 맛나게 잘 먹었어요 반찬들이 항상 맛있어요 무엇보다 이모님들 넘 친절?? 친절해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.5.10.금 2024년 5월 10일 금요일 3번째 방문 인증 수단 영수증', 'Fapyt 리뷰 990 사진 1,969 팔로워 56 팔로우 점심에 방문 갈때마다 그 바쁜와중에 친절하시고 반찬들이 건강하면서 맛있어서 점심때 시간있을때마다 갑니다. 진짜 처ㅣ애 경동시장 맛집?? 음식이 맛있어요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.5.8.수 2024년 5월 8일 수요일 2번째 방문 인증 수단 영수증', 'Fapyt 리뷰 990 사진 1,969 팔로워 56 팔로우 점심에 방문 건강한 백반 먹으러 도장깨기 중??오늘은 청국장과 순두부~~쫄깃떡복이가 반찬으로 나왔네요 이모님들 늘 친절하시고 웰빙밥상이라 진짜 좋은 경동시장 맛집?? 음식이 맛있어요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.5.13.월 2024년 5월 13일 월요일 4번째 방문 인증 수단 영수증']"
중구 번개시장,4.36,"['sag**** 리뷰 715 사진 7 팔로우 구경도하고 신선한 야채도 샀어요 볼거리가 많아요 반응 남기기 방문일 6.3.화 2025년 6월 3일 화요일 1번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 과일가게 붐비지 않아요 반응 남기기 방문일 5.3.토 2025년 5월 3일 토요일 12번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 미혜네과일 붐비지 않아요 반응 남기기 방문일 3.20.목 2025년 3월 20일 목요일 11번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 과일가게 붐비지 않아요 반응 남기기 방문일 2.19.수 2025년 2월 19일 수요일 10번째 방문 인증 수단 영수증', '박정옥55 리뷰 2,021 사진 57 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.12.21.토 2024년 12월 21일 토요일 1번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 미혜네과일가게 반응 남기기 방문일 24.12.9.월 2024년 12월 9일 월요일 6번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 굿 반응 남기기 방문일 24.11.21.목 2024년 11월 21일 목요일 5번째 방문 인증 수단 영수증', '쓰리꿀단지 리뷰 1,496 사진 208 팔로워 1 팔로우 건어물가게 친절해요 반응 남기기 방문일 24.10.7.월 2024년 10월 7일 월요일 3번째 방문 인증 수단 영수증', '클레오빡똘아 리뷰 608 사진 216 팔로워 5 팔로우 지정중매인2호  좋은물건많군요^^ 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.9.6.금 2024년 9월 6일 금요일 1번째 방문 인증 수단 영수증', 'tjr**** 리뷰 246 팔로우 . 반응 남기기 방문일 24.5.27.월 2024년 5월 27일 월요일 6번째 방문 인증 수단 영수증']"
거제시 한라프라자,4.47,"['chs**** 리뷰 1,567 사진 151 팔로워 3 팔로우 그냥요 반응 남기기 방문일 23.8.23.수 2023년 8월 23일 수요일 1번째 방문 인증 수단 영수증', '피치피치5 리뷰 1,868 사진 3,061 팔로우 평일 노래 무제한에 기본 안주로 진라면도 주고 좋아요 비싼 만큼 가치있어요 반응 남기기 방문일 22.12.1.목 2022년 12월 1일 목요일 1번째 방문 인증 수단 영수증', '깡순이47 리뷰 1,977 사진 2 팔로우 ㄱ 반응 남기기 방문일 22.5.5.목 2022년 5월 5일 목요일 1번째 방문 인증 수단 영수증', 'rbc**** 리뷰 916 사진 14 팔로우 좋아요 반응 남기기 방문일 21.4.22.목 2021년 4월 22일 목요일 1번째 방문 인증 수단 영수증', '한지민7527 리뷰 532 사진 24 팔로우 별점 3.5 점 친절해요 반응 남기기 방문일 21.3.25.목 2021년 3월 25일 목요일 1번째 방문 인증 수단 영수증', '78**** 리뷰 458 사진 5 팔로우 별점 5 점 . 반응 남기기 방문일 21.3.11.목 2021년 3월 11일 목요일 1번째 방문 인증 수단 영수증']"
